/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_22_995.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_22_995.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_22_995.jpg, 0, 0, 0, 7.643005E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_23_132.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_23_132.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_23_132.jpg, 0, 0, 0, 7.648722E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_23_248.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_23_248.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_23_248.jpg, 0, 0, 0, 7.635157E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_23_366.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_23_366.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_23_366.jpg, 0, 0, 0, 7.749451E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_23_482.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_23_482.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_23_482.jpg, 0, 0, 0, 7.731633E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_23_601.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_23_601.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_23_601.jpg, 0, 0, 0, 7.621546E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_23_716.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_23_716.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_23_716.jpg, 0, 0, 0, 7.668682E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_23_833.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_23_833.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_23_833.jpg, 0, 0, 0, 7.756697E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_23_950.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_23_950.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_23_950.jpg, 0, 0, 0, 7.711783E-05
/home/owner/simulator-linux/Data/IMG/center_2020_12_20_12_54_24_067.jpg, /home/owner/simulator-linux/Data/IMG/left_2020_12_20_12_54_24_067.jpg, /home/owner/simulator-linux/Data/IMG/right_2020_12_20_12_54_24_067.jpg, 0, 0, 0, 7.673632E-05
